IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
8388_01,Stany Ricks,F,1724,P,Europa,Grecia,20.0,0,0,781.0,0.0,33.0,0.0,0.0,1
0283_02,Roydo Santin,F,64,P,Europa,Grecia,22.0,0,0,146.0,654.0,1.0,0.0,2.0,1
8088_02,Varkes Kart,F,1670,P,Africa,Grecia,23.0,1,0,3.0,0.0,0.0,1677.0,0.0,0
5972_01,Elody Kiddley,F,1138,S,Europa,Grecia,34.0,0,0,0.0,11.0,610.0,591.0,769.0,1
2988_01,Winon Cousel,A,36,S,America,Monaco,33.0,0,0,396.0,1280.0,7.0,308.0,4941.0,0
4475_01,Wasaton Fairdised,A,55,S,America,Grecia,50.0,1,0,13.0,239.0,0.0,161.0,2355.0,0
5647_01,Dyonevi Matoltuble,C,178,P,America,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5128_02,Frus Frazo,F,1045,P,Africa,Grecia,21.0,0,0,0.0,1.0,2832.0,0.0,0.0,1
4352_02,Arino Trupistic,C,157,S,America,Grecia,31.0,0,0,22.0,10025.0,2.0,124.0,1.0,1
5625_02,Cros Nane,E,352,P,Africa,Malta,49.0,0,0,0.0,0.0,0.0,0.0,0.0,0
8343_01,Raceky Norrison,F,1717,P,Europa,Grecia,27.0,0,0,1403.0,169.0,1081.0,0.0,0.0,0
1651_02,Ebonyd Lynnerett,G,266,P,Europa,Monaco,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6788_01,Glenna Weberton,G,1103,P,Europa,Grecia,56.0,0,0,2.0,736.0,0.0,71.0,0.0,0
1588_01,Errima Fullous,E,99,P,America,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1178_01,Walla Summington,F,224,S,Europa,Grecia,20.0,0,0,0.0,0.0,600.0,0.0,0.0,0
9227_04,Robyny Hinglendez,G,1498,P,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3835_01,Berna Tersony,E,255,S,Europa,Malta,63.0,0,0,1.0,897.0,0.0,0.0,8.0,0
5573_01,Mariel Gilleranks,F,1154,P,Europa,Monaco,18.0,0,0,749.0,0.0,74.0,0.0,0.0,0
4108_02,Tachium Aroodint,B,158,S,America,Grecia,47.0,0,0,27.0,2651.0,538.0,18.0,0.0,1
5446_01,Jandy Bucknersony,G,876,P,Europa,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2319_01,Evendy Estron,G,373,P,Outros,Malta,57.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2198_01,Joela Franey,E,156,S,Europa,Monaco,61.0,0,0,0.0,654.0,902.0,0.0,68.0,1
6511_01,Katen Gainney,F,1348,P,Europa,Grecia,22.0,0,0,151.0,6.0,26.0,0.0,533.0,0
7835_01,Craine Hoodgers,G,1270,S,Europa,Malta,28.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2758_01,Dennya Fielson,G,446,P,Europa,Malta,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5412_01,Erie Patthews,G,870,P,Europa,Grecia,23.0,0,0,0.0,806.0,0.0,2.0,0.0,1
0984_06,Walley Sweekstarks,G,150,S,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7396_02,Muontak Ingent,C,271,S,America,Grecia,31.0,1,1,0.0,0.0,0.0,0.0,0.0,1
9034_03,Phecca Headmish,D,288,P,America,Monaco,27.0,0,0,0.0,984.0,0.0,13995.0,312.0,0
2234_03,Apench Flité,E,134,P,Africa,Grecia,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5326_01,Wales Khart,F,1092,P,Africa,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1826_01,Mollen Lewintos,F,351,S,Europa,Monaco,16.0,0,0,0.0,231.0,569.0,2.0,0.0,0
1478_02,Toniel Sweene,F,289,P,Europa,Malta,39.0,0,0,0.0,19.0,733.0,0.0,701.0,0
2186_01,Ivanne Johnsby,G,350,S,Europa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5847_01,Olly Trankliney,F,1115,S,Europa,Grecia,33.0,0,0,36.0,0.0,0.0,1415.0,0.0,0
7984_04,Guakes Birt,F,1653,P,Africa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8659_01,Coley Ryanglasey,F,1781,P,Europa,Grecia,19.0,0,0,125.0,556.0,23.0,0.0,0.0,1
2843_01,Apsps Terte,E,175,P,Africa,Grecia,50.0,0,0,357.0,0.0,657.0,0.0,0.0,0
6614_01,Naffsh Katte,F,1268,S,Africa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4031_02,Krabik Listive,C,131,P,America,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6360_02,Glueba Clumsty,A,75,S,America,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5659_01,Letta Alberts,F,1175,P,Europa,Grecia,51.0,0,0,0.0,0.0,0.0,0.0,880.0,0
9074_03,Gwendy Trerady,G,1460,S,Europa,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5980_01,Alatrin Trallect,C,223,S,America,Monaco,19.0,0,0,0.0,0.0,0.0,2.0,9.0,1
9275_03,Atlasym Conable,A,97,P,America,Grecia,30.0,0,0,0.0,3208.0,0.0,2.0,330.0,1
5112_03,Sadaton Opshaft,C,198,S,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0795_01,Pristy Klindsey,F,145,S,Europa,Grecia,34.0,0,0,0.0,0.0,0.0,874.0,0.0,0
0710_01,Nute Coflé,E,42,P,Africa,Grecia,23.0,0,0,1695.0,0.0,0.0,31.0,349.0,0
5389_01,Rose Prity,F,1106,P,Africa,Grecia,27.0,0,0,2.0,0.0,1320.0,0.0,26.0,1
7004_01,Karena Woodwardy,F,1337,S,Europa,Monaco,14.0,0,0,0.0,1.0,400.0,297.0,0.0,0
0250_01,Camily Kramosley,G,38,S,Europa,Malta,47.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3614_01,Eduard Quinnerry,F,749,P,Europa,Grecia,20.0,0,0,2.0,0.0,7.0,2.0,547.0,0
8313_01,Sallie Gainney,G,1341,S,Europa,Grecia,30.0,0,0,467.0,0.0,0.0,0.0,287.0,0
2564_01,Acceleb Unrent,E,179,S,America,Grecia,42.0,0,0,2.0,3024.0,0.0,89.0,10.0,1
7586_01,Weion Switmorary,C,245,P,America,Grecia,29.0,0,0,220.0,1130.0,0.0,7.0,951.0,1
7650_04,Royce Potters,F,1461,S,Europa,Grecia,18.0,0,0,711.0,12.0,0.0,83.0,0.0,1
1808_01,Rician Pollarkeeks,F,346,S,Europa,Grecia,33.0,0,0,0.0,763.0,8.0,2.0,30.0,0
4893_01,Joya Singlents,G,797,S,Europa,Monaco,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2196_01,Muonin Veriedeezy,B,65,P,America,Grecia,47.0,0,0,0.0,32.0,0.0,4027.0,1440.0,0
3337_02,Auvair Resspeding,B,125,S,America,Grecia,30.0,0,0,0.0,180.0,90.0,7740.0,142.0,0
0808_01,Benew Ramoran,E,57,S,Europa,Grecia,31.0,0,0,159.0,110.0,701.0,0.0,10.0,0
8282_01,Alvia Jacostaney,G,1336,S,Europa,Grecia,61.0,0,0,67.0,0.0,654.0,0.0,86.0,0
2878_01,Grey Ancy,F,593,P,Africa,Grecia,42.0,0,0,44.0,0.0,3648.0,0.0,9.0,1
5204_01,Jodip Hughriend,F,1061,P,Europa,Malta,46.0,0,0,0.0,153.0,0.0,0.0,397.0,0
7267_01,Tark String,C,265,S,America,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2200_01,Grawk Prité,F,442,P,Africa,Grecia,29.0,0,0,1443.0,1108.0,47.0,0.0,0.0,0
1552_01,Millie Batestonley,G,240,S,Europa,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1316_02,Arion Quelfly,E,95,S,America,Monaco,36.0,0,0,0.0,847.0,0.0,4664.0,89.0,0
4305_03,Noria Carezquez,G,707,P,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8406_01,Beal Merte,D,250,S,Africa,Grecia,21.0,0,0,1214.0,179.0,566.0,0.0,619.0,0
7702_01,Deanne Rosalanenn,G,1236,P,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6191_01,Alraida Ametic,A,59,P,America,Grecia,51.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0454_02,Etair Fushausive,B,15,S,America,Grecia,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5307_01,Mirark Fuelisent,B,204,S,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5662_02,Karia Wolferguson,F,1080,S,Europa,Grecia,31.0,0,0,13.0,0.0,0.0,679.0,0.0,0
0777_01,Wasalm Plattering,A,5,P,America,Grecia,30.0,0,0,0.0,3004.0,0.0,1018.0,0.0,0
5625_04,Tops Cart,E,352,P,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4446_02,Fomamak Chocaters,B,175,S,America,Grecia,37.0,0,0,0.0,3603.0,33.0,7113.0,1.0,0
2340_01,Karlie Huntt,F,454,S,Europa,Malta,24.0,0,0,0.0,0.0,648.0,0.0,0.0,0
1462_01,Timmie Webstes,G,231,P,Europa,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4216_02,Sabiark Dratembid,B,134,P,Outros,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6684_01,Geons Exhaft,C,210,P,America,Grecia,57.0,0,0,0.0,218.0,0.0,8522.0,0.0,0
5987_01,Searla Stannondez,G,973,S,Europa,Grecia,29.0,0,0,0.0,5.0,6.0,0.0,0.0,1
5034_01,Briany Sellahaney,G,824,S,Europa,Grecia,36.0,0,0,0.0,52.0,8.0,0.0,4160.0,0
3786_01,Fispot Birt,E,252,S,Africa,Grecia,38.0,1,0,0.0,0.0,1355.0,0.0,0.0,0
8759_02,Crios Chate,F,1695,S,Africa,Grecia,45.0,0,0,74.0,0.0,0.0,1130.0,22.0,0
6982_01,Johna Garnes,G,1128,P,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8005_02,Sanney Olivasquez,G,1293,S,Europa,Malta,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6028_02,Cherkab Preeldy,A,57,P,America,Grecia,32.0,1,0,0.0,792.0,0.0,1.0,1335.0,0
8588_01,Gramus Wist,E,562,S,Africa,Grecia,59.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3688_01,Tark Onbre,F,697,S,Africa,Monaco,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2786_01,Luise Franankson,E,190,S,Europa,Malta,53.0,0,0,0.0,1.0,0.0,195.0,493.0,1
2588_01,Lardy Cardner,G,419,P,Europa,Grecia,28.0,0,0,4.0,166.0,743.0,0.0,0.0,1
0539_02,Achyon Nalanet,C,18,P,America,Monaco,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4199_01,Milly Howenters,F,787,S,Europa,Grecia,55.0,0,0,0.0,198.0,703.0,1.0,0.0,1
4177_01,Mesatik Witalnerod,B,161,S,America,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8961_01,Mariel Blancoy,G,1455,P,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2942_01,Tany Watkinsley,F,558,S,Europa,Grecia,35.0,0,0,198.0,44.0,97.0,30.0,510.0,0
2595_04,Treynx Fle,F,533,P,Africa,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5555_01,Winia Blanglison,G,896,S,Outros,Outros,43.0,0,0,1.0,0.0,213.0,7.0,701.0,1
8848_01,Leos Lacke,F,1824,P,Outros,Grecia,19.0,0,0,1037.0,0.0,40.0,0.0,0.0,1
8606_03,Gordo Wolffy,E,563,S,Europa,Grecia,26.0,0,0,0.0,0.0,148.0,551.0,89.0,0
5821_01,Dirfak Calazy,C,183,P,America,Monaco,44.0,0,0,0.0,496.0,99.0,317.0,5615.0,0
0170_01,Mollie Mcmahoney,E,10,S,Europa,Grecia,24.0,0,0,0.0,0.0,0.0,221.0,567.0,0
6971_04,Asteron Distured,C,225,P,America,Monaco,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6141_01,Natald Haydenzier,F,1174,S,Europa,Malta,17.0,0,0,0.0,20.0,0.0,14.0,884.0,0
3213_01,Lucan Surry,D,103,P,Africa,Grecia,22.0,0,0,715.0,0.0,726.0,325.0,0.0,0
5983_02,Allots Knike,F,1233,P,Africa,Grecia,47.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8635_01,Joanry Welles,E,554,P,Europa,Grecia,18.0,0,0,224.0,0.0,0.0,0.0,1384.0,0
7367_01,Lidex Letty,D,234,P,Africa,Grecia,21.0,0,0,2611.0,0.0,103.0,4.0,0.0,0
4017_04,Tights Mele,E,269,S,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8891_02,Isa Pooley,F,1831,P,Europa,Grecia,16.0,0,0,0.0,1332.0,0.0,0.0,0.0,1
6237_01,Ockies Spien,F,1195,S,Africa,Grecia,52.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5453_01,Elson Gallencis,F,1044,S,Europa,Monaco,28.0,0,0,0.0,9.0,0.0,1114.0,5.0,0
8640_01,Diandy Hurchrisong,F,1666,S,Europa,Outros,50.0,0,0,133.0,0.0,525.0,0.0,31.0,0
1657_01,Shally Alest,G,267,P,Europa,Grecia,21.0,0,0,0.0,0.0,218.0,109.0,5321.0,0
4449_01,Tyog Cla,D,142,S,Africa,Grecia,43.0,0,0,130.0,0.0,870.0,31.0,26.0,1
6725_01,Caphira Cratrave,C,214,P,America,Grecia,32.0,0,0,0.0,390.0,60.0,5015.0,211.0,0
3440_01,Nice Bertiz,G,565,P,Europa,Grecia,17.0,0,0,0.0,83.0,0.0,0.0,943.0,0
4622_01,Viviay Humphreyes,G,753,P,Europa,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8338_03,Feles Empie,F,1716,P,Africa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3019_01,Yakers Peake,E,187,P,Africa,Grecia,51.0,0,0,1644.0,0.0,234.0,157.0,64.0,0
7852_01,Davisy Folemonley,E,508,P,Europa,Grecia,15.0,0,0,0.0,6.0,0.0,981.0,0.0,0
3966_02,Fanna Kerristicey,G,649,P,Europa,Grecia,27.0,0,0,0.0,0.0,1020.0,0.0,0.0,1
6246_01,Barkix Nuthe,F,1199,S,Africa,Grecia,28.0,0,0,0.0,0.0,129.0,0.0,0.0,0
3699_03,Dabiton Tronsive,C,123,P,America,Monaco,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8521_01,Castab Cuplial,A,102,S,America,Grecia,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0
6363_02,Dwindy Gouldensen,G,1026,P,Outros,Monaco,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8032_02,Alasym Couresteer,A,85,P,America,Outros,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6030_03,Etha Ellson,G,981,S,Europa,Grecia,13.0,0,0,852.0,147.0,7.0,0.0,1.0,1
5275_01,Jerek Buckentry,F,1014,S,Europa,Grecia,29.0,0,0,0.0,10.0,0.0,594.0,120.0,0
6601_01,Debora Farrez,F,1372,P,Europa,Grecia,24.0,0,0,2.0,0.0,0.0,52.0,638.0,0
0035_01,Luse Butte,D,1,P,Africa,Monaco,23.0,0,0,784.0,964.0,0.0,951.0,0.0,0
6594_01,Jord Schmondez,G,1067,P,Europa,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3317_01,Pamont Scottney,G,540,P,Europa,Grecia,27.0,0,0,0.0,0.0,0.0,0.0,1765.0,0
3387_01,Eline Cainghannon,G,540,S,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4218_01,Gops Tert,F,867,P,Africa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4256_08,Gerte Garnes,F,880,P,Europa,Monaco,44.0,0,0,0.0,0.0,608.0,0.0,91.0,0
2134_01,Mes Pimne,F,422,P,Africa,Grecia,20.0,0,0,1146.0,0.0,0.0,0.0,3.0,0
1350_02,Isa Cleang,F,261,S,Europa,Grecia,14.0,0,0,1489.0,2.0,126.0,460.0,72.0,0
8046_01,Pennie Haynard,G,1300,P,Europa,Malta,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0303_01,Oraryn Kirklander,G,41,S,Outros,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4039_01,Race Tersimpson,F,764,S,Europa,Grecia,24.0,0,0,714.0,0.0,4.0,49.0,11.0,0
2168_01,Fow Lacke,F,427,S,Africa,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3550_02,Jaye Delazarson,G,570,S,Europa,Malta,5.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0817_01,Carona Baxters,G,119,P,Europa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4141_01,Rhonya Philliames,G,679,P,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0513_01,Rayley Blandez,G,78,P,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2769_01,Lindy Fishopper,F,573,P,Europa,Malta,22.0,0,0,0.0,837.0,192.0,0.0,0.0,0
4453_01,Azhasim Inguel,D,149,P,America,Grecia,28.0,0,0,0.0,2560.0,0.0,134.0,307.0,0
9274_01,Chelsa Bullisey,G,1508,P,Outros,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2215_03,Grafi Quidedbolt,A,27,S,America,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1144_03,Landa Barnolderg,G,177,S,Europa,Grecia,55.0,0,0,412.0,97.0,3.0,0.0,0.0,0
1035_01,Nutz Bra,F,214,P,Africa,Monaco,13.0,0,0,4.0,0.0,1973.0,0.0,39.0,1
7367_02,Melios Letty,F,1523,P,Africa,Grecia,55.0,0,0,1236.0,0.0,52.0,0.0,0.0,0
4638_01,Salas Asticit,B,153,P,America,Grecia,62.0,1,0,0.0,1633.0,0.0,1742.0,0.0,1
1661_04,Branev Fringh,A,20,S,America,Grecia,37.0,0,0,0.0,2390.0,0.0,1306.0,0.0,0
6482_02,Dow Letie,F,1237,S,Africa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9190_01,Fanne Mclarseney,F,1778,S,Europa,Grecia,21.0,0,0,802.0,0.0,1.0,1.0,0.0,1
9120_01,Sony Maynardner,F,1763,S,Europa,Grecia,13.0,0,0,101.0,12.0,184.0,780.0,0.0,0
8728_02,Eilan Fulloydez,G,1416,P,Europa,Grecia,55.0,0,0,694.0,0.0,1.0,87.0,0.0,0
4632_01,Bellus Dightent,C,176,S,America,Grecia,57.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5430_01,Inette Colomonson,G,873,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0503_03,Pios Fone,E,31,S,Africa,Grecia,42.0,0,0,1246.0,35.0,16.0,0.0,0.0,0
2329_01,Heersh Burry,F,472,P,Africa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2534_01,Dhena Sorbitter,B,75,P,America,Monaco,20.0,0,0,0.0,646.0,0.0,0.0,1425.0,0
2590_03,Judya River,G,420,P,Europa,Malta,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8573_01,Marine Harry,F,1652,S,Europa,Grecia,34.0,0,0,10.0,4.0,1.0,0.0,791.0,1
3899_01,Kaffias Ingwhed,E,234,P,America,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1140_02,Mergas Sofraten,B,46,S,America,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7531_02,Ainoxa Alindiveng,B,286,S,America,Monaco,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6351_01,France Mirezavis,E,403,P,Europa,Monaco,14.0,0,0,0.0,973.0,0.0,1.0,0.0,1
6787_06,Joelan Booneid,F,1411,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4609_01,Algork Amblereld,C,173,S,America,Grecia,37.0,0,0,1.0,477.0,0.0,0.0,7087.0,0
6184_01,Kimmie Lopelases,G,1003,S,Europa,Malta,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0499_02,Yogark Meake,E,29,S,Africa,Grecia,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0
7234_01,Annard Merce,G,1163,P,Europa,Grecia,22.0,0,0,593.0,34.0,0.0,0.0,0.0,0
3955_01,Morrie Gamberson,G,648,S,Europa,Grecia,45.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3757_01,Loresa Hubbarrison,G,617,S,Europa,Grecia,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9222_01,Carves Chate,F,1784,S,Africa,Grecia,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1738_01,Rosey Sawyerson,E,129,S,Europa,Grecia,18.0,0,0,0.0,0.0,19.0,467.0,0.0,0
3970_01,Cowl Blake,F,751,S,Africa,Grecia,23.0,0,0,355.0,0.0,764.0,0.0,0.0,1
0828_02,Rosey Santry,F,159,S,Europa,Grecia,41.0,0,0,324.0,2.0,0.0,7.0,26.0,1
4030_01,Evaley Flowensley,G,661,S,Outros,Grecia,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0528_01,Alasmon Stiven,C,17,P,America,Grecia,46.0,0,0,0.0,1119.0,0.0,3427.0,6595.0,0
3994_01,Challa Unretereng,B,152,S,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0417_02,Mirark Unhearfus,B,18,P,America,Monaco,22.0,0,0,0.0,1170.0,0.0,5467.0,1241.0,0
2512_02,Winork Parymider,C,91,S,America,Monaco,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7643_01,Alar Quelfly,C,247,P,America,Monaco,53.0,0,0,8.0,1489.0,0.0,2723.0,7401.0,0
1507_04,Kirky Jeffey,F,289,S,Europa,Grecia,21.0,0,0,398.0,490.0,0.0,0.0,0.0,0
6708_05,Ashird Sysilstict,A,67,P,America,Monaco,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0441_01,Loree Hahnstonsen,F,79,S,Europa,Monaco,32.0,0,0,0.0,0.0,0.0,722.0,0.0,0
7411_01,Racy Bakericks,F,1533,P,Europa,Grecia,30.0,0,0,1110.0,0.0,439.0,5.0,0.0,0
6718_02,Timmy Mcfaddoxter,G,1088,P,Europa,Grecia,5.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6539_01,Diskeh Hednigic,C,242,S,America,Grecia,44.0,0,0,0.0,819.0,835.0,266.0,4056.0,0
5736_01,Ton Maynardner,F,1189,P,Europa,Grecia,23.0,0,0,1.0,0.0,1.0,0.0,618.0,0
4625_01,Mothab Ineedeve,B,183,S,America,Grecia,31.0,0,0,0.0,2520.0,1.0,1.0,0.0,1
6590_01,Gollux Nifficaus,B,217,P,America,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4210_02,Naosura Siccertful,C,151,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1753_01,Amela Moodson,G,272,S,Europa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8827_01,Rickie Mclarseney,F,1820,P,Europa,Monaco,37.0,0,0,88.0,0.0,719.0,88.0,0.0,1
6309_05,Vin Rodricker,G,1023,S,Europa,Monaco,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3961_01,Wheals Peake,F,749,S,Africa,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0575_01,Minoton Bootty,E,34,P,America,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0602_01,Seats Brine,F,125,P,Africa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9131_02,Grafirk Wirybody,C,303,P,America,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6683_01,Patsyn Coolerson,G,1083,P,Europa,Malta,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1489_01,Katiey Gallencis,G,229,S,Europa,Grecia,19.0,0,0,73.0,0.0,0.0,813.0,2.0,0
8268_01,Astrark Impress,B,321,S,America,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1855_01,Ellena Jenson,G,303,P,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9081_08,Virgie Clemondsey,G,1476,P,Europa,Malta,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8482_01,Lynnie Thonyderson,G,1358,S,Europa,Monaco,47.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0657_02,Glenna Cardner,G,97,S,Europa,Grecia,38.0,0,0,0.0,8.0,736.0,140.0,0.0,0
5599_01,Saxino Caming,E,364,S,America,Monaco,36.0,0,0,380.0,686.0,0.0,295.0,1247.0,0
4822_02,Tive Hotte,F,981,P,Africa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8393_01,Nancey Bookerson,F,1725,P,Europa,Grecia,21.0,0,0,163.0,146.0,54.0,245.0,95.0,0
6950_02,Medib Pringry,B,265,S,America,Monaco,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3461_01,Samana Handertiz,G,569,P,Europa,Malta,26.0,0,0,86.0,377.0,0.0,0.0,77.0,0
2746_01,Apix Wala,F,569,P,Africa,Grecia,52.0,0,0,758.0,0.0,356.0,5.0,0.0,0
8976_01,Tyrona Robbson,F,1737,S,Europa,Grecia,35.0,0,0,1.0,0.0,0.0,0.0,803.0,0
0521_01,Hery Hornettoney,E,32,S,Europa,Grecia,23.0,0,0,39.0,263.0,0.0,0.0,0.0,1
0930_01,Arlie Sweett,F,192,P,Europa,Grecia,38.0,0,0,646.0,0.0,0.0,135.0,260.0,0
0629_01,Rickie Portananney,G,96,P,Europa,Grecia,38.0,0,0,0.0,0.0,0.0,1018.0,0.0,0
1615_03,Terina Lopelases,G,259,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8503_01,Izaron Coweboded,B,279,P,America,Grecia,48.0,0,0,3784.0,917.0,146.0,1770.0,880.0,0
2314_01,Troyce Folemonley,G,370,S,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7099_01,Elicey Warrison,F,1471,P,Europa,Monaco,21.0,0,0,301.0,0.0,19.0,0.0,0.0,0
4529_01,Terald Oneiles,G,738,S,Europa,Monaco,43.0,0,0,26.0,132.0,3.0,117.0,555.0,0
9156_01,Eltan Geneltic,B,351,S,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0534_01,Asellux Parbage,B,23,P,America,Grecia,34.0,0,0,98.0,715.0,29.0,5732.0,1902.0,0
7830_04,Eddiey Belley,G,1268,S,Outros,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4942_01,Lis Reenon,G,806,S,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9203_01,Kies Fort,F,1780,S,Africa,Monaco,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4891_01,Cella Ambleetive,B,194,S,America,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
